"property1","index","url"
"£25.00","26","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150609"
"£25.00","27","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150609"
"£35.00","28","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150609"
"£135.00","29","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£135.00","30","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£105.00","31","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£90.00","32","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£25.00","33","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£35.00","34","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£35.00","35","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£35.00","36","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£70.00","37","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£25.00","38","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£35.00","39","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£25.00","40","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£35.00","41","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£35.00","42","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£25.00","43","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£25.00","44","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£25.00","45","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£25.00","46","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£35.00","47","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£25.00","48","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150610"
"£135.00","49","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£135.00","50","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£105.00","51","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£90.00","52","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","53","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","54","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£35.00","55","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£35.00","56","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£35.00","57","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£70.00","58","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","59","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","60","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£35.00","61","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","62","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£35.00","63","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£35.00","64","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","65","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","66","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","67","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","68","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","69","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£35.00","70","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£25.00","71","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£35.00","72","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150611"
"£135.00","73","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£135.00","74","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£105.00","75","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£90.00","76","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","77","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","78","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£105.00","79","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£35.00","80","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£35.00","81","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£35.00","82","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£70.00","83","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","84","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","85","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","86","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£35.00","87","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","88","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£35.00","89","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£35.00","90","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","91","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","92","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","93","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","94","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","95","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","96","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£35.00","97","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","98","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£35.00","99","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£25.00","100","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150612"
"£135.00","101","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£105.00","102","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£90.00","103","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","104","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","105","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£105.00","106","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£105.00","107","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£35.00","108","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£35.00","109","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£70.00","110","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","111","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","112","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","113","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","114","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","115","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£35.00","116","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£35.00","117","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","118","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","119","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","120","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","121","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","122","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","123","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£35.00","124","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","125","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£35.00","126","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","127","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£25.00","128","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150613"
"£105.00","129","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£90.00","130","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","131","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","132","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£105.00","133","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£105.00","134","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£105.00","135","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£35.00","136","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£70.00","137","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","138","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","139","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","140","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","141","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","142","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£35.00","143","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£35.00","144","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","145","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","146","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","147","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","148","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","149","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","150","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£35.00","151","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","152","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£35.00","153","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","154","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","155","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£25.00","156","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150614"
"£90.00","157","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","158","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","159","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£105.00","160","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£105.00","161","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£105.00","162","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£105.00","163","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£70.00","164","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","165","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","166","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","167","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","168","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","169","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","170","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£35.00","171","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","172","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","173","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","174","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","175","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","176","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£20.00","177","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£35.00","178","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","179","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£35.00","180","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","181","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","182","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","183","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£20.00","184","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150615"
"£25.00","185","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","186","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£105.00","187","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£105.00","188","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£105.00","189","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£105.00","190","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£70.00","191","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","192","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","193","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","194","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","195","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","196","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","197","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£35.00","198","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","199","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","200","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","201","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","202","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","203","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£20.00","204","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£35.00","205","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","206","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£35.00","207","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","208","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","209","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","210","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£20.00","211","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£20.00","212","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150616"
"£25.00","213","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£105.00","214","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£105.00","215","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£105.00","216","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£105.00","217","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£70.00","218","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£20.00","219","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","220","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","221","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","222","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","223","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","224","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£35.00","225","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","226","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","227","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","228","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","229","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","230","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£20.00","231","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£35.00","232","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£20.00","233","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£35.00","234","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","235","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","236","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£25.00","237","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£20.00","238","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£20.00","239","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£20.00","240","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150617"
"£105.00","241","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£105.00","242","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£105.00","243","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£105.00","244","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£70.00","245","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£20.00","246","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£20.00","247","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£25.00","248","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£25.00","249","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£25.00","250","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£25.00","251","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£35.00","252","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£25.00","253","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
"£20.00","254","http://www.thetrainline.com/farefinder/BestFares.aspx?orig=MAN&dest=EUS&out=20150618"
